Material,Plnt,SLoc,SL,BUn,Unrestricted,Crcy,Value Unrestricted,Transit/Transf.,Val. in Trans./Tfr,In Quality Insp.,Value in QualInsp.,Restricted-Use,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
2042020403,ARPE,PE02,,PC,349.000,USD,"2,000.08",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042020653,ARPE,PE02,,PC,6.000,USD,162.54,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042020663,ARPE,PE02,,PC,11.000,USD,236.58,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042020723,ARPE,PE02,,PC,19.000,USD,13.30,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042020723,PORS,PS06,,PC,5.000,USD,2.95,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042020983,ARPE,PE02,,PC,98.000,USD,548.80,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021243,ARPE,PE02,,PC,112.000,USD,393.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021243,PORS,PS06,,PC,26.000,USD,302.38,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021493,ARPE,PE02,,PC,72.000,USD,"2,448.69",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021553,AMLP,LP01,,PC,3.000,USD,14.19,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021553,ARPE,PE02,,PC,34.000,USD,147.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021563,ARPE,PE02,,PC,14.000,USD,999.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021583,ARPE,PE02,,PC,8.000,USD,4.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021593,ARPE,PE02,,PC,18.000,USD,739.56,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021653,ARPE,PE02,,PC,1.000,USD,"2,139.20",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021673,AMLP,LP01,,PC,24.000,USD,131.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021673,ARPE,PE02,,PC,33.000,USD,163.27,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021823,ARPE,PE02,,PC,10.000,USD,77.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021893,ARPE,PE02,,PC,2.000,USD,30.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021933,ARPE,PE02,,PC,15.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021943,ARPE,PE02,,PC,6.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042021963,ARPE,PE02,,PC,1.000,USD,60.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022043,AMLP,LP01,,PC,21.000,USD,86.94,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022043,AMPE,PE01,,PC,9.000,USD,18.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022043,ARPE,PE02,,PC,55.000,USD,133.11,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022043,PORS,PS06,,PC,18.000,USD,55.44,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022093,ARPE,PE02,,PC,8.000,USD,13.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022133,ARPE,PE02,,PC,3.000,USD,738.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022143,ARPE,PE02,,PC,1.000,USD,37.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022173,AMLP,LP01,,PC,18.000,USD,491.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022173,ARPE,PE02,,PC,28.000,USD,944.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022213,ARPE,PE02,,PC,6.000,USD,14.34,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022213,PORS,PS06,,PC,4.000,USD,92.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022223,AMLP,LP01,,PC,5.000,USD,55.65,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022223,AMPE,PE01,,PC,23.000,USD,108.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022223,ARPE,PE02,,PC,64.000,USD,154.46,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022223,PORS,PS06,,PC,56.000,USD,271.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022233,AMLP,LP01,,PC,3.000,USD,25.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022233,ARPE,PE02,,PC,97.000,USD,270.15,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022233,BALT,BA01,,PC,8.000,USD,25.44,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022233,PORS,PS06,,PC,30.000,USD,124.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022243,ARPE,PE02,,PC,3.000,USD,44.27,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022243,PFTE,TE06,,PC,2.000,USD,70.58,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022243,PORS,PS06,,PC,2.000,USD,80.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022263,PORS,PS06,,PC,4.000,USD,311.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022393,AMND,ND01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022393,ARPE,PE02,,PC,1.000,USD,316.48,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022393,PORS,PS06,,PC,2.000,USD,629.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022713,ARPE,PE02,,PC,16.000,USD,69.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022783,AMLP,LP01,,PC,28.000,USD,128.80,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022783,ARPE,PE02,,PC,9.000,USD,4.44,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022823,PORS,PS06,,PC,4.000,USD,29.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022903,ARPE,PE02,,PC,116.000,USD,327.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022903,PORS,PS06,,PC,177.000,USD,"1,313.34",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022923,AMLP,LP01,,PC,61.000,USD,214.72,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022923,ARPE,PE02,,PC,23.000,USD,161.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022933,ARPE,PE02,,PC,12.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042022933,BALT,BA01,,PC,12.000,USD,"1,819.03",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042023023,PORS,PS06,,PC,1.000,USD,"1,723.95",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042023093,ARPE,PE02,,PC,2.000,USD,63.34,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042023403,ARPE,PE02,,PC,26.000,USD,253.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042023563,AMND,ND01,,PC,20.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042023573,ARPE,PE02,,PC,12.000,USD,9.72,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042023573,PORS,PS06,,PC,36.000,USD,233.54,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042023613,ARPE,PE02,,PC,37.000,USD,109.89,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042023623,ARPE,PE02,,PC,274.000,USD,"15,949.54",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042024133,AMLP,LP01,,PC,19.000,USD,343.93,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042024133,ARPE,PE02,,PC,14.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025183,AMLP,LP01,,PC,5.000,USD,225.37,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025183,AMND,ND01,,PC,4.000,USD,205.41,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025433,ARPE,PE02,,PC,2.000,USD,330.74,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025443,ARPE,PE02,,PC,1.000,USD,50.81,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025473,ARPE,PE02,,PC,1.000,USD,70.26,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025493,ARPE,PE02,,PC,1.000,USD,53.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025503,ARPE,PE02,,PC,8.000,USD,97.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025563,ARPE,PE02,,PC,6.000,USD,121.98,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025573,ARPE,PE02,,PC,2.000,USD,169.87,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042025583,ARPE,PE02,,PC,7.000,USD,55.86,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026003,PORS,PS06,,PC,6.000,USD,"3,836.70",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026113,ARPE,PE02,,PC,2.000,USD,"2,444.16",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026553,AMLP,LP01,,PC,8.000,USD,201.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026553,AMND,ND01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026553,ARPE,PE02,,PC,8.000,USD,122.16,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026573,ARPE,PE02,,PC,9.000,USD,177.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026693,ARPE,PE02,,PC,10.000,USD,538.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026773,AMPE,PE01,,PC,20.000,USD,"9,323.36",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026883,ARPE,PE02,,PC,66.000,USD,"24,365.88",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026893,ARPE,PE02,,PC,69.000,USD,"16,316.43",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026913,ARPE,PE02,,PC,3.000,USD,"1,611.56",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026933,ARPE,PE02,,PC,1.000,USD,283.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026943,ARPE,PE02,,PC,3.000,USD,"2,084.94",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026953,ARPE,PE02,,PC,1.000,USD,72.39,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026963,ARPE,PE02,,PC,2.000,USD,144.78,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026973,ARPE,PE02,,PC,1.000,USD,91.62,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026983,ARPE,PE02,,PC,3.000,USD,681.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042026993,ARPE,PE02,,PC,2.000,USD,622.34,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027003,ARPE,PE02,,PC,3.000,USD,95.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027153,ARPE,PE02,,PC,28.000,USD,579.68,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027233,ARPE,PE02,,PC,6.000,USD,791.46,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027273,ARPE,PE02,,PC,3.000,USD,"12,859.29",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027353,ARPE,PE02,,PC,3.000,USD,"25,927.32",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027383,ARPE,PE02,,PC,5.000,USD,125.11,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027413,PORS,PS06,,PC,4.000,USD,16.68,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027423,PORS,PS06,,PC,12.000,USD,42.48,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027573,ARPE,PE02,,PC,4.000,USD,104.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027583,ARPE,PE02,,PC,6.000,USD,160.54,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042027783,PORS,PS06,,PC,34.000,USD,205.29,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042028503,ARPE,PE02,,PC,7.000,USD,45.57,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042028503,PORS,PS06,,PC,4.000,USD,21.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042028693,AMLP,LP01,,PC,11.000,USD,7.48,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042028693,AMPE,PE01,,PC,10.000,USD,1.40,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042028693,ARLP,LP02,,PC,4.000,USD,3.88,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042028693,BALT,BA01,,PC,150.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042028693,PORS,PS06,,PC,175.000,USD,52.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030133,AMLP,LP01,,PC,20.000,USD,190.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030133,ARPE,PE02,,PC,19.000,USD,227.16,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030133,PORS,PS01,,PC,4.000,USD,49.88,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030133,PORS,PS06,,PC,12.000,USD,149.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030153,AMLP,LP01,,PC,3.000,USD,47.70,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030153,ARPE,PE02,,PC,5.000,USD,44.95,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030153,PORS,PS06,,PC,1.000,USD,16.38,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030163,ARPE,PE02,,PC,4.000,USD,179.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030163,PORS,PS06,,PC,1.000,USD,69.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030243,AMLP,LP01,,PC,20.000,USD,415.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030243,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030243,ARPE,PE02,,PC,10.000,USD,202.58,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030243,PORS,PS06,,PC,4.000,USD,68.40,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030253,AMLP,LP01,,PC,2.000,USD,375.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030253,ARPE,PE02,,PC,1.000,USD,132.38,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030253,PORS,PS06,,PC,1.000,USD,128.38,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030273,AMLP,LP01,,PC,6.000,USD,26.46,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030273,ARPE,PE02,,PC,1.000,USD,4.41,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030273,PORS,PS06,,PC,1.000,USD,81.82,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030283,AMLP,LP01,,PC,6.000,USD,26.46,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030283,ARPE,PE02,,PC,1.000,USD,4.41,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030833,AMLP,LP01,,PC,2.000,USD,111.18,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030833,ARPE,PE02,,PC,6.000,USD,963.46,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042030893,ARPE,PE02,,PC,8.000,USD,27.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031073,ARPE,PE02,,ST,1.000,USD,"49,575.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031223,ARPE,PE02,,PC,246.000,USD,"3,237.36",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031323,ARPE,PE02,,PC,3.000,USD,"74,617.60",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031343,ARPE,PE02,,PC,1.000,USD,95.56,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031363,ARPE,PE02,,PC,30.000,USD,930.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031433,ARPE,PE02,,PC,8.000,USD,13.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031553,ARPE,PE02,,ST,5.000,USD,"3,080.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031563,ARPE,PE02,,ST,3.000,USD,597.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031623,ARPE,PE02,,PC,1.000,USD,21.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031833,ARPE,PE02,,PC,2.000,USD,138.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031863,ARPE,PE02,,PC,1.000,USD,120.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031873,ARPE,PE02,,PC,1.000,USD,31.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031953,ARPE,PE02,,PC,6.000,USD,221.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042031973,ARPE,PE02,,PC,18.000,USD,605.88,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042032413,ARPE,PE02,,PC,2.000,USD,18.46,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042032683,AMLP,LP01,,PC,4.000,USD,24.55,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042032683,ARPE,PE02,,PC,4.000,USD,47.16,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042032693,ARPE,PE02,,PC,8.000,USD,52.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042032823,AMLP,LP01,,PC,8.000,USD,43.92,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042032823,AMPE,PE01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042032823,ARPE,PE02,,PC,7.000,USD,24.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042032853,ARPE,PE02,,PC,27.000,USD,986.74,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033113,ARPE,PE02,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033133,ARPE,PE02,,ST,5.000,USD,"1,830.03",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033143,ARPE,PE02,,ST,4.000,USD,538.75,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033213,ARPE,PE02,,KT,1.000,USD,"3,329.31",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033323,ARPE,PE02,,ST,11.000,USD,"6,873.36",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033363,ARPE,PE02,,PC,30.000,USD,81.90,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033413,ARPE,PE02,,PC,2.000,USD,19.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033653,ARPE,PE02,,PC,5.000,USD,29.80,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033683,ARPE,PE02,,PC,6.000,USD,18.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033713,ARPE,PE02,,PC,4.000,USD,108.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033733,ARPE,PE02,,PC,29.000,USD,26.39,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033803,ARPE,PE02,,PC,30.000,USD,27.30,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033813,ARPE,PE02,,PC,8.000,USD,5.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033843,ARPE,PE02,,PC,3.000,USD,68.88,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033853,ARPE,PE02,,PC,8.000,USD,211.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033883,ARPE,PE02,,PC,4.000,USD,8.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042033893,ARPE,PE02,,PC,58.000,USD,14.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034483,ARPE,PE02,,PC,1.000,USD,944.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034513,ARPE,PE02,,PC,376.000,USD,"11,855.28",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034613,ARPE,PE02,,PC,2.000,USD,465.31,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034623,ARPE,PE02,,PC,1.000,USD,269.65,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034633,ARPE,PE02,,PC,2.000,USD,"1,732.33",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034643,ARPE,PE02,,PC,2.000,USD,"1,315.22",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034653,ARPE,PE02,,PC,2.000,USD,"1,828.51",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034663,ARPE,PE02,,PC,2.000,USD,"2,783.38",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034673,ARPE,PE02,,PC,1.000,USD,4.97,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034683,ARPE,PE02,,PC,1.000,USD,11.94,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034693,ARPE,PE02,,PC,1.000,USD,5.97,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034703,ARPE,PE02,,PC,1.000,USD,18.90,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034713,ARPE,PE02,,PC,1.000,USD,8.96,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034723,ARPE,PE02,,PC,1.000,USD,6.96,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034733,ARPE,PE02,,PC,1.000,USD,5.97,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034913,ARPE,PE02,,ST,233.200,USD,"147,055.92",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042034923,ARPE,PE02,,PC,6.000,USD,360.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042035003,ARPE,PE02,,PC,1.000,USD,"1,373.49",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042035123,ARPE,PE02,,PC,1.000,USD,"2,351.78",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042035143,ARPE,PE02,,PC,18.000,USD,893.82,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042035303,ARPE,PE02,,PC,53.000,USD,"2,094.03",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042035313,ARPE,PE02,,PC,48.000,USD,"2,112.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042035363,ARPE,PE02,,PC,16.000,USD,207.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
