part_number,ptb_code,description,stock_qty,plant
SMP20526,2042015343,LOCKING PLATE,0,BALT
SQN2717563,2042015363,RING,0,ARPE
SQN2717563,2042015363,RING,7,ARPE
SQN28138,2042015383,RING PISTON,2,ARPE
HLS06012,2042015393,SCREW                             POS.67,0,ARPE
SMP66389,2042015403,PLATE LOCKING                     POS.66,0,ARPE
KFZ239740684,2042015423,GASKET                            POS.11,0,ARPE
KFZ239750684,2042015443,GASKET                            POS.12,1,ARPE
KFZ304630684,2042015463,GASKET                             POS.4,0,ARPE
KFZ213380594,2042015483,GASKET,0,ARPE
KFZ213380594,2042015483,GASKET,0,ARPE
KFZ302230604,2042015533,GASKET,0,ARPE
KFZ302230604,2042015533,GASKET,2,ARPE
KFZ253940594,2042015553,GASKET,0,ARPE
KFZ253940594,2042015553,GASKET,2,ARPE
KFZ303270603,2042015583,GASKET,0,ARPE
KFZ303270603,2042015583,GASKET,2,ARPE
KFZ302240594,2042015603,GASKET,0,ARPE
KFZ302240594,2042015603,GASKET,2,ARPE
SMS23066/2,2042015623,SEAL OIL,0,ARPE
SMS23066/2,2042015623,SEAL OIL,1,ARPE
SMS23088,2042015633,SEAL OIL,0,ARPE
SMS23088,2042015633,SEAL OIL,0,ARPE
GQF09028,2042015643,SCREW,8,AMLP
KHA010702600,2042015733,O-RING,0,ARPE
KHA010702600,2042015733,O-RING,2,ARPE
RAZ13206,2042015733,O-RING,0,ARPE
RAZ13206,2042015733,O-RING,2,ARPE
KHA009902601,2042015753,O-RING,0,PFTE
KHA009902601,2042015753,O-RING,3,PORS
KFZ303280604,2042015803,GASKET,0,ARPE
KFZ303280604,2042015803,GASKET,2,ARPE
KFZ303280053,2042015843,GASKET                            POS.64,0,ARPE
9675A048A1,2042016013,BEARING HALF,0,ARPE
9675A048A1,2042016013,BEARING HALF,6,ARPE
SMO0920600,2042016013,BEARING HALF,0,ARPE
SMO0920600,2042016013,BEARING HALF,6,ARPE
9675A049A1,2042016023,BEARING HALF,0,ARPE
9675A049A1,2042016023,BEARING HALF,6,ARPE
SMO0920601,2042016023,BEARING HALF,0,ARPE
SMO0920601,2042016023,BEARING HALF,6,ARPE
9674A356A2,2042016043,GEAR                             POS.202,0,ARPE
9674A116A3,2042016053,RING THRUST                      POS.204,0,ARPE
9674A144A4,2042016063,SPACER                           POS.205,0,ARPE
9674A605A2,2042016083,GEAR                             POS.232,0,ARPE
9674A131D2,2042016093,GEAR                             POS.233,0,ARPE
9674A607A2,2042016113,GEAR                             POS.246,0,ARPE
9676A055B3,2042016123,BUSH GLOVER                      POS.248,0,ARPE
9676A056B5,2042016153,COUPLING FLEXIBLE                POS.251,0,ARPE
9676A059A4,2042016163,KEY                              POS.252,0,ARPE
ISM092230009,2042016173,CIRCLIPS                         POS.253,0,ARPE
N32431,2042016173,CIRCLIPS                         POS.253,0,ARPE
9673C071A4,2042016183,SCREW                            POS.254,0,ARPE
9673C372/4,2042016203,SCREW COUNTERSINK HEX. HEAD      POS.257,0,ARPE
9616A060A3,2042016213,CLUTCH ELECTRON,2,ARPE
9676A057C3,2042016223,SLEEVE                           POS.259,0,ARPE
9675A002A3,2042016313,CUP BEARING,2,ARPE
9674A130D2,2042016353,GEAR                             POS.290,0,ARPE
9675A020B3,2042016363,CUP BEARING,2,ARPE
9675A021B3,2042016373,CUP BEARING,2,ARPE
SMO0920603,2042016373,CUP BEARING,2,ARPE
9674A137A2,2042016393,PUMP GEAR DRIVER,1,ARPE
9674A138A2,2042016403,PUMP GEAR DRIVER,1,ARPE
9674A115A3,2042016453,SLEEVE                           POS.364,0,ARPE
256A1792P001,2042016723,PUMP FUEL,0,ARPE
256A1792P001,2042016723,PUMP FUEL,0,ARPE
256A1792P001,2042016723,PUMP FUEL,0,ARPE
256A1893P002,2042016733,SEAL END KEY,0,AMPE
SMR66724,2042016733,SEAL END KEY,0,AMPE
256A1893P002,2042016733,SEAL END KEY,0,ARPE
256A1893P002,2042016733,SEAL END KEY,31,ARPE
SMR66724,2042016733,SEAL END KEY,0,ARPE
SMR66724,2042016733,SEAL END KEY,31,ARPE
SMP22509,2042016753,SPACER,0,AMPE
SMP22509,2042016753,SPACER,2,ARPE
IRP1190901,2042016813,KIT O-RING SEAL SERVICE,1,ARPE
IRP1190922,2042016833,PLATE HOLD DOWN,1,ARPE
IRP1190904,2042016853,COMPENSATOR,1,ARPE
IRP1190908,2042016863,BEARING NEEDLE,1,ARPE
IRP1190916,2042016883,REACTION PLATE INSERT,1,ARPE
IRP1190906,2042016893,RING SNAP BEARING,1,ARPE
IRP1190907,2042016903,CUP BEARING ROLL. TAP.,2,ARPE
IRP1190927,2042016913,NUT SEAL JAM,2,ARPE
IRP1190928,2042016923,PLATE VALVE DOWEL,1,ARPE
IRP1190911,2042016933,PLATE VALVE,1,ARPE
IRP1190923,2042016943,RETAINING RING,1,ARPE
,2042016963,ADJUSTMENT SCREW,1,ARPE
205B2480G001,2042017183,ELBOW,0,ARPE
SMO0461800,2042017183,ELBOW,0,ARPE
205B2480G002,2042017193,ELBOW COMBUSTION,0,ARPE
SMO0461900,2042017193,ELBOW COMBUSTION,0,ARPE
205B2480G003,2042017203,ELBOW,0,ARPE
205B2480G003,2042017203,ELBOW,0,ARPE
SMO0462000,2042017203,ELBOW,0,ARPE
SMO0462000,2042017203,ELBOW,0,ARPE
158A5831P001,2042017243,SEALER SPARK PLUG,0,ARPE
GQF19044,2042017253,BOLT HEX.HEAD CS,0,AMPE
N14P35028,2042017253,BOLT HEX.HEAD CS,0,AMPE
GQF19044,2042017253,BOLT HEX.HEAD CS,3,ARPE
GQF19044,2042017253,BOLT HEX.HEAD CS,19,ARPE
N14P35028,2042017253,BOLT HEX.HEAD CS,3,ARPE
N14P35028,2042017253,BOLT HEX.HEAD CS,19,ARPE
GQF19044,2042017253,BOLT HEX.HEAD CS,19,PFTE
N14P35028,2042017253,BOLT HEX.HEAD CS,19,PFTE
GQF19044,2042017253,BOLT HEX.HEAD CS,6,PORS
N14P35028,2042017253,BOLT HEX.HEAD CS,6,PORS
GTG15088,2042017263,SCREW,0,AMPE
N14P33056,2042017263,SCREW,0,AMPE
GTG15088,2042017263,SCREW,0,ARGR
N14P33056,2042017263,SCREW,0,ARGR
GTG15088,2042017263,SCREW,29,ARPE
GTG15088,2042017263,SCREW,33,ARPE
N14P33056,2042017263,SCREW,29,ARPE
N14P33056,2042017263,SCREW,33,ARPE
FFF14615,2042017273,NUT,0,AMLP
N235P133,2042017273,NUT,0,AMLP
N258P33,2042017273,NUT,0,AMLP
FFF14615,2042017273,NUT,0,AMPE
N235P133,2042017273,NUT,0,AMPE
N258P33,2042017273,NUT,0,AMPE
FFF14615,2042017273,NUT,0,ARGR
N235P133,2042017273,NUT,0,ARGR
N258P33,2042017273,NUT,0,ARGR
FFF14615,2042017273,NUT,213,ARPE
FFF14615,2042017273,NUT,0,ARPE
N235P133,2042017273,NUT,213,ARPE
N235P133,2042017273,NUT,0,ARPE
N258P33,2042017273,NUT,213,ARPE
N258P33,2042017273,NUT,0,ARPE
FFF14615,2042017273,NUT,0,BALT
N235P133,2042017273,NUT,0,BALT
N258P33,2042017273,NUT,0,BALT
FFF14615,2042017273,NUT,0,PFTE
N235P133,2042017273,NUT,0,PFTE
N258P33,2042017273,NUT,0,PFTE
FFF14615,2042017273,NUT,17,PORS
N235P133,2042017273,NUT,17,PORS
N258P33,2042017273,NUT,17,PORS
GQF15095,2042017283,BOLT HEX.HEAD CS,0,ARPE
GQF15095,2042017283,BOLT HEX.HEAD CS,29,ARPE
GTG15095,2042017283,BOLT HEX.HEAD CS,0,ARPE
GTG15095,2042017283,BOLT HEX.HEAD CS,29,ARPE
N14P33060,2042017283,BOLT HEX.HEAD CS,0,ARPE
N14P33060,2042017283,BOLT HEX.HEAD CS,29,ARPE
205B2645P001,2042017293,RETAINER,0,AMPE
SMP64228,2042017293,RETAINER,0,AMPE
205B2645P001,2042017293,RETAINER,0,ARPE
205B2645P001,2042017293,RETAINER,65,ARPE
SMP64228,2042017293,RETAINER,0,ARPE
SMP64228,2042017293,RETAINER,65,ARPE
205B3424G001,2042017303,TUBE,0,ARPE
SMO0462200,2042017303,TUBE,0,ARPE
185A1573P001,2042017313,GASKET                            POS.19,0,AMPE
324A9109P006,2042017313,GASKET                            POS.19,0,AMPE
KFZ219820034,2042017313,GASKET                            POS.19,0,AMPE
KFZ326170324,2042017313,GASKET                            POS.19,0,AMPE
185A1573P001,2042017313,GASKET                            POS.19,0,ARPE
185A1573P001,2042017313,GASKET                            POS.19,14,ARPE
324A9109P006,2042017313,GASKET                            POS.19,0,ARPE
324A9109P006,2042017313,GASKET                            POS.19,14,ARPE
KFZ219820034,2042017313,GASKET                            POS.19,0,ARPE
KFZ219820034,2042017313,GASKET                            POS.19,14,ARPE
KFZ326170324,2042017313,GASKET                            POS.19,0,ARPE
KFZ326170324,2042017313,GASKET                            POS.19,14,ARPE
211A8871G001,2042017333,SLEEVE SPARK PLUG,0,AMPE
SMO0462300,2042017333,SLEEVE SPARK PLUG,0,AMPE
211A8871G001,2042017333,SLEEVE SPARK PLUG,0,ARPE
211A8871G001,2042017333,SLEEVE SPARK PLUG,4,ARPE
SMO0462300,2042017333,SLEEVE SPARK PLUG,0,ARPE
SMO0462300,2042017333,SLEEVE SPARK PLUG,4,ARPE
185A1575P001,2042017343,GASKET,0,ARPE
KFZ239250034,2042017343,GASKET,0,ARPE
GTG12057,2042017353,BOLT HEX.HEAD CS,58,AMLP
GTG15069,2042017353,BOLT HEX.HEAD CS,58,AMLP
GTG15076,2042017353,BOLT HEX.HEAD CS,58,AMLP
N14P33044,2042017353,BOLT HEX.HEAD CS,58,AMLP
N14P33048,2042017353,BOLT HEX.HEAD CS,58,AMLP
GTG12057,2042017353,BOLT HEX.HEAD CS,58,AMND
GTG15069,2042017353,BOLT HEX.HEAD CS,58,AMND
GTG15076,2042017353,BOLT HEX.HEAD CS,58,AMND
N14P33044,2042017353,BOLT HEX.HEAD CS,58,AMND
N14P33048,2042017353,BOLT HEX.HEAD CS,58,AMND
GTG12057,2042017353,BOLT HEX.HEAD CS,58,AMPE
GTG15069,2042017353,BOLT HEX.HEAD CS,58,AMPE
GTG15076,2042017353,BOLT HEX.HEAD CS,58,AMPE
N14P33044,2042017353,BOLT HEX.HEAD CS,58,AMPE
N14P33048,2042017353,BOLT HEX.HEAD CS,58,AMPE
GTG12057,2042017353,BOLT HEX.HEAD CS,89,ARPE
GTG12057,2042017353,BOLT HEX.HEAD CS,6,ARPE
GTG15069,2042017353,BOLT HEX.HEAD CS,89,ARPE
GTG15069,2042017353,BOLT HEX.HEAD CS,6,ARPE
GTG15076,2042017353,BOLT HEX.HEAD CS,89,ARPE
GTG15076,2042017353,BOLT HEX.HEAD CS,6,ARPE
N14P33044,2042017353,BOLT HEX.HEAD CS,89,ARPE
N14P33044,2042017353,BOLT HEX.HEAD CS,6,ARPE
N14P33048,2042017353,BOLT HEX.HEAD CS,89,ARPE
N14P33048,2042017353,BOLT HEX.HEAD CS,6,ARPE
GTG12057,2042017353,BOLT HEX.HEAD CS,6,BALT
GTG15069,2042017353,BOLT HEX.HEAD CS,6,BALT
GTG15076,2042017353,BOLT HEX.HEAD CS,6,BALT
N14P33044,2042017353,BOLT HEX.HEAD CS,6,BALT
N14P33048,2042017353,BOLT HEX.HEAD CS,6,BALT
GTG12057,2042017353,BOLT HEX.HEAD CS,6,PFTE
GTG15069,2042017353,BOLT HEX.HEAD CS,6,PFTE
GTG15076,2042017353,BOLT HEX.HEAD CS,6,PFTE
N14P33044,2042017353,BOLT HEX.HEAD CS,6,PFTE
N14P33048,2042017353,BOLT HEX.HEAD CS,6,PFTE
GTG12057,2042017353,BOLT HEX.HEAD CS,10,PORS
GTG15069,2042017353,BOLT HEX.HEAD CS,10,PORS
GTG15076,2042017353,BOLT HEX.HEAD CS,10,PORS
N14P33044,2042017353,BOLT HEX.HEAD CS,10,PORS
N14P33048,2042017353,BOLT HEX.HEAD CS,10,PORS
SMO0462500,2042017383,SENSOR,0,AMLP
SMO0462500,2042017383,SENSOR,0,ARPE
SMR66720,2042017393,PLATE,0,AMPE
SMR66720,2042017393,PLATE,2,ARPE
SMR66720,2042017393,PLATE,5,ARPE
KFZ239250144,2042017403,GASKET,0,ARPE
KFZ239250144,2042017403,GASKET,0,ARPE
RTO43084,2042017423,SIGHT GLASS,0,AMPE
RTO43084,2042017423,SIGHT GLASS,0,PFTE
RFU330010060,2042017443,COIL HELI,6,AMLP
RFU330010060,2042017443,COIL HELI,6,AMPE
RFU330010060,2042017443,COIL HELI,0,ARPE
RFU330010060,2042017443,COIL HELI,3,ARPE
RFU330010060,2042017443,COIL HELI,10,ARPE
RFU330010060,2042017443,COIL HELI,10,BALT
HLQ060250450,2042017463,SCREW,0,AMPE
HLQ060250450,2042017463,SCREW,0,ARPE
HLQ060250450,2042017463,SCREW,6,ARPE
251B1578G001,2042017473,TUBE,0,AMLP
ISM268121078,2042017473,TUBE,0,AMLP
251B1578G001,2042017473,TUBE,0,AMND
ISM268121078,2042017473,TUBE,0,AMND
251B1578G001,2042017473,TUBE,0,ARPE
251B1578G001,2042017473,TUBE,4,ARPE
ISM268121078,2042017473,TUBE,0,ARPE
ISM268121078,2042017473,TUBE,4,ARPE
251B1578G001,2042017473,TUBE,4,BALT
ISM268121078,2042017473,TUBE,4,BALT
*,2042017503,ELBOW INNER LARGE,0,AMLP
*,2042017503,ELBOW INNER LARGE,0,AMLP
ISM268121111,2042017503,ELBOW INNER LARGE,0,AMLP
*,2042017503,ELBOW INNER LARGE,0,AMND
*,2042017503,ELBOW INNER LARGE,0,AMND
ISM268121111,2042017503,ELBOW INNER LARGE,0,AMND
*,2042017503,ELBOW INNER LARGE,0,ARPE
*,2042017503,ELBOW INNER LARGE,0,ARPE
*,2042017503,ELBOW INNER LARGE,6,ARPE
*,2042017503,ELBOW INNER LARGE,6,ARPE
ISM268121111,2042017503,ELBOW INNER LARGE,0,ARPE
ISM268121111,2042017503,ELBOW INNER LARGE,6,ARPE
*,2042017503,ELBOW INNER LARGE,6,BALT
*,2042017503,ELBOW INNER LARGE,6,BALT
ISM268121111,2042017503,ELBOW INNER LARGE,6,BALT
ISM268121108,2042017523,ELBOW INNER SMALL,0,ARPE
RTO750000100,2042017543,"ELBOW 3/4"" 90 NPT F-F",0,PORS
RTO75001,2042017563,ELBOW 1 90 NPT A105 GLV,0,AMND
RTO75001,2042017563,ELBOW 1 90 NPT A105 GLV,0,ARPE
RTO75001,2042017563,ELBOW 1 90 NPT A105 GLV,0,ARPE
RTO75001,2042017563,ELBOW 1 90 NPT A105 GLV,0,BALT
RTO75001,2042017563,ELBOW 1 90 NPT A105 GLV,0,PFTE
RTO75001,2042017563,ELBOW 1 90 NPT A105 GLV,0,PORS
SMO656500,2042017803,TRANSITION,8,ARPE
SMO0656501,2042017813,TRANSITION,1,ARPE
SMO0656501,2042017813,TRANSITION,12,ARPE
164B5014G009,2042018023,CAP LINER,0,ARPE
164B5014G009,2042018023,CAP LINER,2,ARPE
SMO0463100,2042018023,CAP LINER,0,ARPE
SMO0463100,2042018023,CAP LINER,2,ARPE
251B1581G001,2042018103,CAP & LINER ASS.,0,AMLP
ISM268121079,2042018103,CAP & LINER ASS.,0,AMLP
251B1581G001,2042018103,CAP & LINER ASS.,0,AMND
ISM268121079,2042018103,CAP & LINER ASS.,0,AMND
251B1581G001,2042018103,CAP & LINER ASS.,0,ARPE
251B1581G001,2042018103,CAP & LINER ASS.,2,ARPE
ISM268121079,2042018103,CAP & LINER ASS.,0,ARPE
ISM268121079,2042018103,CAP & LINER ASS.,2,ARPE
251B1581G001,2042018103,CAP & LINER ASS.,2,BALT
ISM268121079,2042018103,CAP & LINER ASS.,2,BALT
251B1581G008,2042018203,CAP & LINER ASS,0,AMLP
ISM268121080,2042018203,CAP & LINER ASS,0,AMLP
251B1581G008,2042018203,CAP & LINER ASS,0,AMND
ISM268121080,2042018203,CAP & LINER ASS,0,AMND
251B1581G008,2042018203,CAP & LINER ASS,0,ARPE
251B1581G008,2042018203,CAP & LINER ASS,2,ARPE
ISM268121080,2042018203,CAP & LINER ASS,0,ARPE
ISM268121080,2042018203,CAP & LINER ASS,2,ARPE
251B1581G008,2042018203,CAP & LINER ASS,2,BALT
ISM268121080,2042018203,CAP & LINER ASS,2,BALT
251B1581G009,2042018303,CAP & LINER ASS.,0,AMLP
ISM268121081,2042018303,CAP & LINER ASS.,0,AMLP
251B1581G009,2042018303,CAP & LINER ASS.,0,AMND
ISM268121081,2042018303,CAP & LINER ASS.,0,AMND
251B1581G009,2042018303,CAP & LINER ASS.,0,ARPE
251B1581G009,2042018303,CAP & LINER ASS.,2,ARPE
ISM268121081,2042018303,CAP & LINER ASS.,0,ARPE
ISM268121081,2042018303,CAP & LINER ASS.,2,ARPE
251B1581G009,2042018303,CAP & LINER ASS.,2,BALT
ISM268121081,2042018303,CAP & LINER ASS.,2,BALT
NOT AVAILABLE,2042018423,@ PLATE LOCKING,0,ARPE
NOT AVAILABLE,2042018423,@ PLATE LOCKING,0,ARPE
SMO0061600,2042018853,SUPPORT ROLLER,0,ARPE
SMR54170/4,2042018863,SHIM,6,ARPE
138C8020G001,2042018873,PIN,0,AMLP
ISM268120155,2042018873,PIN,0,AMLP
RPO03735,2042018873,PIN,0,AMLP
138C8020G001,2042018873,PIN,0,AMND
ISM268120155,2042018873,PIN,0,AMND
RPO03735,2042018873,PIN,0,AMND
138C8020G001,2042018873,PIN,0,ARPE
ISM268120155,2042018873,PIN,0,ARPE
RPO03735,2042018873,PIN,0,ARPE
138C8020G001,2042018873,PIN,0,BALT
ISM268120155,2042018873,PIN,0,BALT
RPO03735,2042018873,PIN,0,BALT
HYE060612019,2042018893,BOLT HEX.HEAD CS,27,ARPE
N14P29012,2042018893,BOLT HEX.HEAD CS,27,ARPE
N22P29012,2042018893,BOLT HEX.HEAD CS,27,ARPE
RTO48080,2042018923,HOES F/MS3002,0,ARPE
RTO48080,2042018923,HOES F/MS3002,0,PTSH
JJA0000000907,2042018943,MANIFOLD F/MS3002,0,ARPE
211A8828G001,2042019113,LINK HEIM ASSY,0,AMPE
RGI0704600,2042019113,LINK HEIM ASSY,0,AMPE
SMO0826002,2042019113,LINK HEIM ASSY,0,AMPE
211A8828G001,2042019113,LINK HEIM ASSY,32,ARPE
RGI0704600,2042019113,LINK HEIM ASSY,32,ARPE
SMO0826002,2042019113,LINK HEIM ASSY,32,ARPE
215A2462P001,2042019123,WASHER,22,ARPE
RRP40122/4,2042019123,WASHER,22,ARPE
215A2462P001,2042019123,WASHER,32,PORS
RRP40122/4,2042019123,WASHER,32,PORS
211A8649P001,2042019213,SEAL,0,AMPE
SMR21393,2042019213,SEAL,0,AMPE
211A8649P001,2042019213,SEAL,20,ARPE
SMR21393,2042019213,SEAL,20,ARPE
SMR21387/4,2042019223,SEAL INNER WALL,0,ARGR
SMR21387/4,2042019223,SEAL INNER WALL,1,ARPE
SMR21387/4,2042019223,SEAL INNER WALL,0,ARPE
FLD04413054,2042019263,WASHER,72,ARPE
N402P75,2042019263,WASHER,72,ARPE
211A9141P001,2042019303,PIN,0,AMPE
RPR01888,2042019303,PIN,0,AMPE
211A9141P001,2042019303,PIN,2,ARPE
211A9141P001,2042019303,PIN,12,ARPE
RPR01888,2042019303,PIN,2,ARPE
RPR01888,2042019303,PIN,12,ARPE
GTA15050,2042019333,BOLT HEX.HEAD CS,0,AMPE
GTA15050,2042019333,BOLT HEX.HEAD CS,0,ARPE
FJV03009,2042019343,PIN,0,AMLP
N507P1306,2042019343,PIN,0,AMLP
FJV03009,2042019343,PIN,0,AMND
N507P1306,2042019343,PIN,0,AMND
FJV03009,2042019343,PIN,0,AMPE
N507P1306,2042019343,PIN,0,AMPE
FJV03009,2042019343,PIN,1,ARPE
FJV03009,2042019343,PIN,2,ARPE
N507P1306,2042019343,PIN,1,ARPE
N507P1306,2042019343,PIN,2,ARPE
FJV03009,2042019343,PIN,2,BALT
N507P1306,2042019343,PIN,2,BALT
FJV03009,2042019343,PIN,2,PFTE
N507P1306,2042019343,PIN,2,PFTE
FJV03009,2042019343,PIN,6,PORS
N507P1306,2042019343,PIN,6,PORS
FBD03012,2042019393,PIN,21,AMLP
FBD03012,2042019393,PIN,0,ARPE
FBD03012,2042019393,PIN,24,ARPE
211A8699P001,2042019453,SEAL,0,AMPE
SMR21385,2042019453,SEAL,0,AMPE
211A8699P001,2042019453,SEAL,7,ARPE
SMR21385,2042019453,SEAL,7,ARPE
192B2948P001,2042019523,PLUG,4,ARPE
SMR22419/3,2042019523,PLUG,4,ARPE
294A0150P001,2042019553,PLATE SEAL,61,AMND
SMP20522,2042019553,PLATE SEAL,61,AMND
294A0150P001,2042019553,PLATE SEAL,61,AMPE
SMP20522,2042019553,PLATE SEAL,61,AMPE
294A0150P001,2042019553,PLATE SEAL,61,ARPE
SMP20522,2042019553,PLATE SEAL,61,ARPE
294A0150P001,2042019553,PLATE SEAL,61,BALT
SMP20522,2042019553,PLATE SEAL,61,BALT
SMP22420,2042019593,BRACKET,0,AMPE
SMP22420,2042019593,BRACKET,0,PFTE
SMP22421,2042019603,BRACKET,0,AMPE
SMP22421,2042019603,BRACKET,0,PFTE
296A0786P213,2042019623,"SCREW 1""X4"" NC",0,AMPE
HEF25101,2042019623,"SCREW 1""X4"" NC",0,AMPE
HYU470625101,2042019623,"SCREW 1""X4"" NC",0,AMPE
296A0786P213,2042019623,"SCREW 1""X4"" NC",0,ARPE
296A0786P213,2042019623,"SCREW 1""X4"" NC",11,ARPE
HEF25101,2042019623,"SCREW 1""X4"" NC",0,ARPE
HEF25101,2042019623,"SCREW 1""X4"" NC",11,ARPE
HYU470625101,2042019623,"SCREW 1""X4"" NC",0,ARPE
HYU470625101,2042019623,"SCREW 1""X4"" NC",11,ARPE
RPQ35651,2042019633,BOLT,0,AMPE
RPQ35651,2042019633,BOLT,3,ARPE
RFU330070060,2042019643,COIL HELI,58,AMLP
RFU330070060,2042019643,COIL HELI,58,AMND
RFU330070060,2042019643,COIL HELI,58,AMPE
RFU330070060,2042019643,COIL HELI,7,ARPE
RFU330070060,2042019643,COIL HELI,10,ARPE
RFU330070060,2042019643,COIL HELI,56,ARPE
RFU330070060,2042019643,COIL HELI,56,BALT
RFU330070060,2042019643,COIL HELI,56,PFTE
RFU330070060,2042019643,COIL HELI,4,PORS
,2042019673,INSULATION MID-LWR,0,ARPE
,2042019693,INSULATION AFT-LWR,0,ARPE
SMO1581200,2042019703,INSULATING,0,ARPE
SMO1581300,2042019713,INSULATING,0,ARPE
225A9603P001,2042019723,SPACER,12,ARPE
225A9603P001,2042019723,SPACER,0,ARPE
SMR40062,2042019723,SPACER,12,ARPE
SMR40062,2042019723,SPACER,0,ARPE
SMO1581400,2042019733,INSULATING,0,ARPE
SMO1581500,2042019743,INSULATING,0,ARPE
225A9603P002,2042019763,SPACER,18,ARPE
225A9603P002,2042019763,SPACER,16,ARPE
SMR40063,2042019763,SPACER,18,ARPE
SMR40063,2042019763,SPACER,16,ARPE
294A0151P001,2042019773,PLATE,65,ARPE
SMR20565,2042019773,PLATE,65,ARPE
N14P33044,2042019963,BOLT HEX.HEAD CS,0,ARGR
N14P33044,2042019963,BOLT HEX.HEAD CS,0,ARPE
N267P39,2042019983,WRENCH NUT,0,ARPE
N267P39,2042019983,WRENCH NUT,0,ARPE
SMQ49325,2042020113,INSULATING,0,ARPE
286A6203P005,2042020213,PIPE FITTING,0,AMED
RCP24054,2042020213,PIPE FITTING,0,AMED
286A6203P005,2042020213,PIPE FITTING,0,AMLP
RCP24054,2042020213,PIPE FITTING,0,AMLP
286A6203P005,2042020213,PIPE FITTING,0,AMND
RCP24054,2042020213,PIPE FITTING,0,AMND
RPR02255,2042020233,PIN SEAL,0,PFTE
SMQ49327,2042020343,INSULATING,0,ARPE
RFR330950060,2042020403,COIL HELI,14,AMLP
RFR330950060,2042020403,COIL HELI,0,ARPE
RFR330950060,2042020403,COIL HELI,349,ARPE
RFR330950060,2042020403,COIL HELI,349,PFTE
RFR330950060,2042020403,COIL HELI,0,PORS
RPQ01843,2042020553,PIN DOWEL,0,ARPE
FLA032013025,2042020583,WASHER,0,ARPE
N402P45,2042020583,WASHER,0,ARPE
293A0911P005,2042020653,"SCREW 3/4""X55M",0,AMPE
GTH12025,2042020653,"SCREW 3/4""X55M",0,AMPE
RVQ19974,2042020653,"SCREW 3/4""X55M",0,AMPE
293A0911P005,2042020653,"SCREW 3/4""X55M",4,ARPE
293A0911P005,2042020653,"SCREW 3/4""X55M",2,ARPE
GTH12025,2042020653,"SCREW 3/4""X55M",4,ARPE
GTH12025,2042020653,"SCREW 3/4""X55M",2,ARPE
RVQ19974,2042020653,"SCREW 3/4""X55M",4,ARPE
RVQ19974,2042020653,"SCREW 3/4""X55M",2,ARPE
293A0911P005,2042020653,"SCREW 3/4""X55M",0,PORS
GTH12025,2042020653,"SCREW 3/4""X55M",0,PORS
RVQ19974,2042020653,"SCREW 3/4""X55M",0,PORS
GTH12038,2042020663,SCREW,0,AMLP
RVQ19975,2042020663,SCREW,0,AMLP
GTH12038,2042020663,SCREW,0,AMPE
RVQ19975,2042020663,SCREW,0,AMPE
GTH12038,2042020663,SCREW,0,ARPE
GTH12038,2042020663,SCREW,11,ARPE
RVQ19975,2042020663,SCREW,0,ARPE
RVQ19975,2042020663,SCREW,11,ARPE
GTH12038,2042020663,SCREW,0,PORS
RVQ19975,2042020663,SCREW,0,PORS
FFF14612,2042020723,NUT,0,AMPE
FGG05612,2042020723,NUT,0,AMPE
N235P129,2042020723,NUT,0,AMPE
N258P29,2042020723,NUT,0,AMPE
FFF14612,2042020723,NUT,12,ARPE
FFF14612,2042020723,NUT,7,ARPE
FGG05612,2042020723,NUT,12,ARPE
FGG05612,2042020723,NUT,7,ARPE
N235P129,2042020723,NUT,12,ARPE
N235P129,2042020723,NUT,7,ARPE
N258P29,2042020723,NUT,12,ARPE
N258P29,2042020723,NUT,7,ARPE
FFF14612,2042020723,NUT,7,PFTE
FGG05612,2042020723,NUT,7,PFTE
N235P129,2042020723,NUT,7,PFTE
N258P29,2042020723,NUT,7,PFTE
FFF14612,2042020723,NUT,5,PORS
FGG05612,2042020723,NUT,5,PORS
N235P129,2042020723,NUT,5,PORS
N258P29,2042020723,NUT,5,PORS
N926BP339,2042020983,COIL,98,ARPE
RER33109,2042020983,COIL,98,ARPE
287A1187P001,2042021013,NUT,0,ARPE
MAN200068,2042021013,NUT,0,ARPE
HYV290612044,2042021143,SCREW,0,ARPE
HYV290612044,2042021143,SCREW,0,PORS
296A0787P102,2042021163,SCREW,0,AMPE
HED25076,2042021163,SCREW,0,AMPE
HYV290625076,2042021163,SCREW,0,AMPE
296A0787P102,2042021163,SCREW,0,ARPE
HED25076,2042021163,SCREW,0,ARPE
HYV290625076,2042021163,SCREW,0,ARPE
RPQ35648,2042021203,STUD,0,AMPE
RPQ35648,2042021203,STUD,0,ARPE
FGJ47612,2042021243,NUT,0,AMLP
FGJ47612,2042021243,NUT,0,AMND
FGJ47612,2042021243,NUT,0,AMPE
FGJ47612,2042021243,NUT,0,ARGR
FGJ47612,2042021243,NUT,112,ARPE
FGJ47612,2042021243,NUT,0,ARPE
FGJ47612,2042021243,NUT,0,PFTE
FGJ47612,2042021243,NUT,26,PORS
GFS31114,2042021493,BOLT,0,AMPE
GFY31114,2042021493,BOLT,0,AMPE
HZQ610531114,2042021493,BOLT,0,AMPE
N733AP44072,2042021493,BOLT,0,AMPE
GFS31114,2042021493,BOLT,0,ARPE
GFS31114,2042021493,BOLT,72,ARPE
GFY31114,2042021493,BOLT,0,ARPE
GFY31114,2042021493,BOLT,72,ARPE
